class,tweet
2,butterobama hate attempt make yellow light car infront stop light wanting fight
1,bwanaaa like bitch
1,candacevon nigga talk bitch day fact
1,cbmarie whatevaittakes bitch know lmaooo
1,cbmarie fuck text movement lmaooo koleworld court texting rubbed used bitch bout tho
1,cbmarie need find damn job whatevaittakes cbmarie need find bitch job right
1,chloekosik dont fuck youuu lil stupid as bitch aint fuckin wit lil dumbass bitch aint fuckin wit kaylamauser
1,chloeonvine kidding right httptcolfsvymmqtn ill smack hoe
1,chloeonvine im sarcastic lil bitch love sleep eat
1,chrisbrown hoe aint loyal would know cause im hoe fan damn sure real
1,cierravillela yeah really far alright like living whole lot hick haha
1,clzcdxx im bitch as elf morbidmermaid
1,cmencarini dont trust girl cant trust hoe
1,codizzlleee satisfiedx stfunobodycare well know victoria secret yea cocoa puff bird fucking
1,codyaveresch paint brush bugattis stundentpainters bitch paint like one french girl
1,coffincreepxx whatareollies niggah friendzoned daaaaaaaam
1,coffincreepxx jose fucking mean like damn bitch lol fuck
1,colormeprettyyy xotavia bitch im back home
2,coltscommunity pacer nflcolts indystar chuckstrong goldswagger httptcoqwmvu thats awesome hoosier
1,comedianjayski happy hour time best time da day nigga dont know bout happy hour hoe
1,comedianjayski favorite time da day happy hour drinkbreak bad bitch come ok hoe home makeup
1,concretesledge gwyneth paltrow ugly as big bird looking bitch shut fuck thats pretty much face bravo
1,connycarvajal cant love dont love hoe
1,cooneymane brianmc played great job who retard
1,creoleblood whatevaittakes yall bitch popping baby like sport stop lol
1,crystalinag finger bitch trigger finger nigga shut
1,db dora table manner shes eating like sloppy hoe
1,daaamian tankgonzalez stop bitch
1,daberellla demolishing huge bitch httptcoawydbjxks sharing caring
1,dablueprint nigeldixon think alex game sorry son bitch never win u game
1,daijahshardaee bitch late ion exposed
1,daijahshardaee feel sorry whoever using alyssa number play phone game dumb as hoe aint got life
1,dappermuke ill bitch bitch fandomapology sosfamanddfandomfollowparty preach
1,darkkskys bitch set hoppin like bitch get life get beat lmao
1,dewayneee pussy wet got ta dry outside stop telling business
1,dirtyxluxury vontethekidd whens homecoming ho slut th
1,dlogue asian short bed foot hanging edge bed cuddle bitch im right beside
0,dnumberbefore vicefly dnumberbefore regular nig played lol ima ig famous day count somethin
1,dnumberbefore congrats kim great day hoe everywhere
1,dnumberbefore lol maybe give nd date hoe date let know work lol
1,dolodwills imma pull eat pussy dip
1,dominiloka cant get pussy without lying girl wack dont hate appreciate
1,dominiloka daughter make wasnt hoe age roll tonight
1,dreadheadkidd pussy prolly taste like heaven
1,drphildontehue maam pettycrocker every jawn tryna pussy cop feel dontes peen
1,drphildontehue know idgaf woman lingerie matching love hairy pussy much
1,eminoelle let hoe tear right apart
1,erickruiz want baddest bitch world right lap aidualc
1,ericwooden drtruth pineapple sale publix hoe sale stair
1,ericwooden need ran theo theo homie rocking cool need free shit hoe
1,eternalhbic halfjewish still get pussy httptcouowecbuqo he jus rational fag
1,fabbymichelle brianlovesass class right need headphone seventh period im serious bitch as mstrophenboum
1,fabbymichelle aw omg show made cry im pussy man really
1,fabbymichelle brian stfu twitter could retweet anything dont make bitch slap
2,fatbellybella know didnt hit jigga fav purse solangeknowles chill
1,flowerlela fucking slut foreal fuck dat bitch
1,flvshy might go plaq hc bitch gone go
1,gallinofmilk im faggot agree
1,garcialaura virgiliolla heartbroken tx inniz ho lmao haha naw chill one laughing vdawg
1,garytiffany make dont tell bitch
2,ghostriderj yankee never someone wear single digit uniform season wow show epic organization
1,girlideas bitch stand like httptcoqqvqylru wanted mjs smooth criminal video bad
1,gmailcandy dont matter nigga always tryna holla bitch transactionrap yall
1,goodbadguytim bitch gmfu huh huh lol
1,hernandezeli back hoe didnt want im hot
1,hippiescrub believe wiz khalifa one bald bitch getting divorced
2,hoppk wccorosen sick trash talk cocky attitude shutupandplay ref take control needed
2,icarleybby djzeeti twitpic selfie light colored eye httptcobsoylliz
1,idisrespecthoez rt godofmilfs single mom got proven pussy lol fckd truuu
1,idisrespecthoez rt jonraff hate chick say go deeper already dishin got hoe
1,idntwearcondoms bitch wan na date flyest nigga shocked hoe lol
1,idntwearcondoms lady dude put two hand pussy started clapping lmaoo
1,idntwearcondoms get put offering pussy dont mad receive dick
1,ikayking thing hoe say httpstcoizsoudi
2,isignmyownboobs thats fav part take care whole album trash
1,itweetuglyppl kirbymouf one want ugly nigga youve got stressing hoe lie
1,iamshiraq whereyohussleat caymarieee yall partner crime thats bitch cant ride solo
1,iamshiraq whereyohussleat got hoe tho werd
2,iamkrause see every iftheygunnedmedown tweet httptcoxwmkacaw dis like da colored brady bunch
0,iamkrause need thank killing nigger reward dis pal graduation
1,iank ajdougherty homo sorry cant straight like pull mad bitch
1,iank ltomasiello ajdougherty dont even lift pussy
1,iank half tempted go outside run phone car piece shit fuckiphones pussy
1,inherribs early put face pussy bul never early breakfast
1,isadore vernnotice doc he pussy aint going anywhere
1,ithinkthatway want ear look like httptcoobvuznzc want bitch earring lol
1,itsdesha dont take people nigga bitch dont play nigga specially baby daddy b
1,itswhittytitty used fat bitch everybody made fun look made fun ugly
1,itsdaniellef hoe
1,itslizkhalifa pussy pussy nasty as nigga hope get aid bit harsh rethink statement
1,jaimescudi tonybthrz cinndyyxoxo briannniloo fuck bitch shut roll threw
1,jamajam im saying im stud fuck trannys wont let bitch strap muhfuckas childish lol
1,jcash freemolly voiceofdstreetz bitch fukkin wicha fuck nigga square im fucking
1,jcash voiceofdstreetz knowing picture hoe head good knocked wind boy
1,jcash voiceofdstreetz noll nigga im talm bout tt juice freemolly ion hoe em
2,jerseyzbest eagle fan dont except fact mcoy trash year everybody figured spread offense stopit
1,jjusmaxx thot bitch wan na wined dined like wife dont know earn
1,jooselhynn hella gay never quit subbing fag
1,joytooawesome imjessicaaaaa vintagemonroe haha bitch httptconuucdtdxt
1,joytooawesome think hoe pressed shit righttt many time asked beok
1,julialeungg hoe hoe thangs mayciebelmore
1,justinbieber new song diana well written well done boyzzzzzz bow bitch
1,kaitlinfryer big oleeeee middle finger bitch
1,kangaruthie people complain price im like bitch look like make rule
0,kaylendenise hate bitch fact oomf like retweeettt
1,keanabermudez ginasanabria he hoe lmfao arent smut lmao
1,keanabermudez guy hoe day lmao dont fucking indirect cause put blast who subbin
1,keyna cosmeticjunkiee need get laid sike im celibate bitch like
1,kiaramariexo krock boot httptcoczjnpifki hoe nigga girl take bc hoe
1,kincade rico bored bitch damn boy watch hoe
1,kincade rico full shyt full money hoe
1,kingcvpital ginasanabria kingcvpital keanabermudez men biggest hoe lmao
1,kirstenkraft isnt one song blacc hollywood dislike except song nicki minaj triffling bitch suck
1,kissmefaith whatevaittakes yea bitch dam
1,kissmefaith bitch come right get tooo comfortable httptcouduciws never saw yo gut hate
0,kittyhello imyungjay bitch as nigga fuck hoe aint got manner realtalk
1,koleworld httptcozyccj bitch swear emojis
1,koleworld whatevaittakes bang thats trust worthy bitch
1,koleworld whatevaittakes cute af bitch believe jus getting pas trusting wit needle someone head
1,koleworld whatevaittakes lmaooo nooo hoe oh ok
1,koleworld name stefanie stefanie fuck hoe
1,koleworld bitch tried wrong one itll go hill
1,kriscope people ever twitter bitch get mother fuckin diary
1,lahpar could write book thing hoe say way jose
2,lakeshow wccorosen bad optimism royal dont twin take roseie colored glass
1,leynachristina im driving insane fag
1,liidurk female get irritated fast fuck hoe
1,lifeofbrandon lifeofbrandon bitch called yu back lie
1,lifeofbrandon well together yu gt job hoe
1,lildebo rich let bitch get mad like nigga dont think
1,lildoll grown mature pretty etc go window bitch play
1,lilduval kim kardashian aint looking good still look better called bad bitch
1,lilthickgawdess girl who hoe twitter lilthickgawdess
1,lopezbrittaney beautiful female still find way fuck ratchet hoe dont get
1,lovelyatotheb bcarter would love parkside sport girl dressed like kobe day everyday let see hoe
1,lovelyatotheb guy said he slept girl oh ok let puke know girl dude slutwhore hoe
1,lyricsaidso every bitch tell act like nigga whatever fuck mean
1,mstew whatevaittakes lol bitch responding lol cool imma get one jus trusted
1,mattchu wagggggie ryanriehle im close dude master chan thats right bitch bow master
1,mayimcdonald got hella hoe
1,mcdonavins nigga get alot bitch gon na value like someone else would youre another one lol cut
1,mckinley vintagebeezy luhv tiooa¡ drunk bitch lol
1,mckinley youre going talk shit sister dont play pussy shit say face yo justsaying slapabitch
0,medaoriginbitch one friend greet insult morbidmermaid evanbecker nigger
1,meezytk go text hoe httptcowctruhs ayostew
1,miilkkk scale bitch literally httptcoarmyfnus hahaha
1,miilkkk dude fucking legend bruh fuck right pussy lmao httptcogfyrqvfyz true legendfuck right pussy
1,mikeceeno seen pregnant bitch fight look like sumo wrestler
1,missyf birthday yesssss obviously nobody care bitch
1,mixddchickk donny hoe since when¿
1,muhlackk im trynna find bitch fat as
1,najmaaaali lool agree rt stopitfive fucked show ever watched misfit wen simone wifed hoe saddest
1,nerfgunirwin dalerts saw ashton hardly anyone cared waiting harry wtf bitch id ashton grill feel
1,nhalegood hoe feel like photo didnt get enough favorite httptcozdfbpf
1,nicekicksnico see many mad hoe tl tht shit illegal tbh
1,nolovemoreloud shorty name masika yall surprised hoe
1,nolovemoreloud wifey mean pussy good right got ta go month basically
1,nowayhoesaaay bro bird stay sex daily said look hand httptcorckxynwtvx
2,notflappybird tag friend suck flappy bird
2,nypost used obamacare website definitely change password httptcovedyyztok hahahahahah thats sad boon
1,odlew clothes dryer im tryna dry clothes throw hoe
1,peytonreeces boreo lmao nvm thats right bitch go drink warm milk go bed
1,popitfortyrick bitch said lie much bitch aint worth telling truth ‼‼‼
1,potheaded ready another tat doeeee right hoe
1,prettycha group chat bitch call yall undercover fed watching everybody
1,prissyneeer whereyohussleat smh got ta grow least know bitch want swear
1,prvnceflvcko ex hit miss bullshit lol bitch die
1,pskinny hoe gone jam watch aint throwing as bitch fuck party
1,purrdylaylayxxx imyungjay yo mama confused lol hoe aint got manner
1,retrolivincam hoe still shouldve known
1,rihanna fuck look like ho look like yes ya look like httptcooiidxkla
2,rihanna raided nickis wig closet summer bad gal wan na fun httptcopanscimew bitch nerve smh
1,riyastunna dont fall love bitch bestadvice
1,roachnigga yall nigga think hang around crib nothing bitch getting bread httptcouzezlvq
1,robbyohn kimberley story far scariest story ive ever heard pussy
0,rocafella waymoflydenu fleek yo vocabulary faggot
1,royalriahh fake bitch dont want hug
1,sabdaddyy shine hoe httptcoxournvvayp look baby daddy
1,saidtina uceina really hate poly bitch man
1,salsteelo got felony got bitch
1,sammyk bitch bitch m bitch
1,sarahecarroll female population need stop bitch
1,scwaters whatevaittakes ya nigga play fuck nigga play keep bitch cant fuck wit
1,schoolfession hung boy bathroom st dominic httptcooeralvgi outlawdipper silly bitch
1,scoop dont read receipt bitch bitchyest bitch ever
1,skimaskjojo waynostra dat bird bitch heavy birdcage bitch byyyyyyrrrrrrrrrrrrr bitch
1,skinnysowhat paperchaysin aye hoe start coming dont forget put wont
1,skinnysowhat paperchaysin wont herd hoe lol lmao hope shit schressful
1,skykardashian hoe association real thing yes
1,slllick yall like want love like rashad new new shit yall already got one lying as hoe lmao
1,sneakerhead cant talk right got pussy tongue
1,snoleezey uceina single cuz hoe left good one taken lmao female tl thats singleyou snobop
2,sorryimalex im back cause dont wan na see boy lose trash votesos
1,sosadtoday relationship idea girl trash love life
1,souljaboy kmichelle ananconda dont want none unless clean shitty bun hun
1,souljaboy kmichelle shitty pussy
1,souljaboy kmichelle ur pussy smell like dumpster juice wow
1,souljaboy kmichelle mean niggaz shot ill give let nigga smell pussy dont smell like shit
1,souljaboy michelle pussy smell like shit
0,spannerhead vertrellcarter faggot respect
2,sportspickle fruit modern yankee farm system httptcolfwclsrjo joba nut
1,staciaburbidge fat chance youll ever catch drinking beer bitch
1,surfboard vomitdatruth im outside house comeout bitch
1,surfboard vomitdatruth lmfaooooo bitch im using shit
1,swaqmagician wtf bitch dasss aint come practice
1,tabathab never worried next bitch always worryin next meal im tryna fuckin eat fuck talkin bout
1,talofabreeze uceina snoleezey damn always tweeting halfassed tweet meant say hoe still dont make sense
1,taytorrez wealthy rt drtruth aunt said im handsome fuck hoe broke
1,taylorsimonee tend sense bitch older thats sad
1,teecakessss hoe wan na fight sierrasamone right
1,thachosenkid hoe tbh highest key
1,thatloserbrooke httpstcohvnknced tiannaiacovone aint kissing bitch anytime soon
1,thatsovictorzzz blaxxxican light weight pussy
1,thehighestpeak got netflix watch fresh hoe live name chuck im chuckie
2,theellemac essence fest anyone ill main stage stepping uncle charlie
0,thejanicexxx unfollowed cant dm ill say youre rude cunt lmao dm
1,thekiddfranky talk girl paid sew show atleast got type bos bitch lol wth
1,thepizzafacts cute text ey bitch come pizza kellienehls
1,therealiman one want see curvy woman karl lagerfeld retarded
1,thomasemmanuelm colt nationput yall money bitch chuassup
1,thrillamickilla joedelawolfpack badly hahahah omg yall pussy
1,trapwavey lol rt cameron yo bitch dont read book eat fruit hoe
2,trayngga charlie strong texas back power better power big anybodys
1,tricethatruth trap keep fly thats love httptcoalexgct ayyyyy got hoe forever huh
1,trillasfvck bitch getting mommy money nigga
1,trueeast god drake trash dawg thank as water
1,truuuchains already school fuck hate hope trip stage graduation hoe
0,ttevy want affection also want left alone see issue fag
1,tufflove show lotta love sister tho bitch predictable im trouble
1,ugottaeattheass nigga swear love honest bitch tho httptcovastmfjphu salty bm
1,urhighnesss smco urhighnesss nah lem chill love bitch like trick love kid know
1,verkannt whatevaittakes nasty pay bill bitch
1,verkannt told bitch stop texting phone shawty crazy glad know
1,verseunanswered bitch frozen ever let go
1,victoriag history test made bitch haha
1,vivaalakatyy punched victoriaaokk nose accident shocked crap bitch hurt
2,wassssupsarah car hopping different world ghetto guy tried asking number lol ghetto tho
1,waymoflydenu tax fraud bet dare tweet voting bitch tweeting dont politics
1,waymoflydenu jew lawyer doctor say nigga ran lol nope say shit like queer though
0,waymoflydenu yall think ok faggot want u cool
1,whiteboytatted dude try fuck ya bitch behind ya back tell aint good ya happend
2,wizkhalifa east coast there colored hair everywhere must sweetest wave ever layaface
2,wwwobert oreo stunt come thru
1,xoomiexo one single bone body give fuck next bitch think
1,xoxohayleyy savageater think girlfriend get locked shed first one rapedpussyreally bitch really swerve
1,xoxolaurenmane dumb as bitch next time
1,yahhtriick people even get crush im like total bitch
1,yeyo helenbabeey look benz bitch ive shit httptcohixjzhtz lmaooo
1,yohidef cool story bitch pas blunt evanbecker bitch
1,youngmintono girl stress ion even hoe httptcoyptxvbbsk shit saying lol
2,yungtfti feel sorry anyone paid lic edc trash music
1,zekedafreekk queen latifah dyke id contemplate fucking rn wait
1,zooyorkinit whattheflocka lol love little bitch
1,zooyorkinit want cig ur lovey gf wont go get potato whattheflocka guilt trip city lil bitch
2,ztmm traded nike new mic guess safe say sold sol new life bada
2,time place decaf coffee never trash httptcozvjroxgndq mommymonday humor via jenerationpr theskimm
2,best asian massage brooklyn park slope top rated spa httptcozuxaqeavl
2,best asian massage brooklyn park slope top rated spa httptcoensnfrgph
2,best asian massage brooklyn park slope top rated spa httptcosawpjdtign
2,best asian massage brooklyn park slope top rated spa httptcothxmhjo
2,best asian massage brooklyn park slope top rated spa httptcoyrfdaiooyz
2,best asian massage park slope top rated spa httptcoxtcoomev
2,best asian massage park slope top rated spa httptcokuzapfcmf
2,best asian massage park slope top rated spa httptcobrelzxrw
2,best asian massage park slope top rated spa httptcomcoznhtn
2,best asian massage park slope top rated spa httptconkvynwyzj
2,best asian massage park slope top rated spa httptcotqswpao
2,best asian massage park slope top rated spa httptcozsaazflp
2,best asian massage park slope top rated spa httptcodyyvrejam
2,best asian massage park slope top rated spa httptcogpbiyobq
2,best asian massage park slope top rated spa httptcoiucrwofdts
2,best asian massage park slope top rated spa httptcomlfucqiifa
2,best asian massage park slope top rated spa httptcopxwlzkwacs
2,best asian massage park slope top rated spa httptcospvogfyxzt
2,best asian massage park slope top rated spa httptcoupzeveq
2,grand opening top class oriental massage perfect httptcopofgcohc
2,grand opening top class oriental massage perfect httptcofhgqfrwbe
2,grand opening top class oriental massage perfect httptcokibflgsz
2,grand opening top class oriental massage perfect httptcoojozokfei
2,grand opening top class oriental massage perfect httptcozibllnmzs
2,grand opening top class oriental massage perfect httptcohhxkmkhe
2,grand opening top class oriental massage perfect httptcodmxplroaj
2,grand opening top class oriental massage perfect httptcoydzyrdvs
1,lie youre nigguh
1,bitch im winning httptcoklzobgz
1,defiantly let bitch fw nigga already get best fuccin wit handmedowns shit
1,keep bitch part fashion nigga see see catch traffic
1,bitch bound get hurt cause lot nigga playing
1,fuck bitch
1,ion bitch yeah whats understood dont need explained
1,sister really going fucken deny yet spray room febreeze like really bitch going deny
1,bitch ask jean sag cuz tryna hold bandz
2,thots wearing uggs rt bigbootyjudy itsfallbecause negro pulling timbs
1,hoe httptcoyjpsmask
1,tha bitch start hating thats wen bitch lost
1,hoe round opening leg like walmart door
0,say mean dyke ron wcw httptcovvdummea
1,mfw rachet as hoe drop scripture religious stuff social medium httptcozdskulbo
1,rt itstheboomshow fricknawesome metal monkey ball
1,bitch much twitter
2,yellow outside
2,nude trash
1,joke aside im goin thru niggah heart hurt smh
1,hoe loyal 󾌵󾌵󾮞󾬏
1,know believe cause pussy mee 󾌡󾍘 dont fuck many niggahs dont fuck niggahs
1,annnie say fuck niggah soo weak cant tell freak aint lookin love httptcourisgiq
1,august alsina deserved 󾭻󾭻󾮞 niggah
1,baby moanin got zonenn want bitch next pussy like ecstasy 󾭛󾌡
1,babyy moaaaanin 󾍃󾍆 got zonenn want bitch next pussy like ecstasy
1,beat pussy till red like roster fuck get moovin like hoovas
1,love stressful niggah
1,bitch caught body week ago fuck u get tweekin hoe run niggah get httptcoavypjtwxn
1,broke tf outta niggah 󾌴󾌴󾌴 stopped playen defense
1,cause hoe aint loyal niggahs aint either go callin hittas aint httptcohjgaffzam
1,cause hoe aint loyal nigga aint either go callin hitter httptcowmruwtwuje
1,club solo deep fuck valet cause parked street lordddd know cant trust hoe httptcowcdvsej
1,dont ask im feeling cause aint bitch dont got tf im sad fucking feeling
0,dont sleep niggah chood charleyhood
1,elza jones whipppppppen drifting last night lol tu niggah httptcowaqamrbgu
1,entertain flirtin as niggah want thats gon yo niggah friendly as
1,freshman year senior year really niggah started brother year ago today crazy httptcoiihcpfiyqu
1,fuccccck niggah cali swag 󾍆󾍀 rip jayare
1,fuck right pussy 󾌴󾌴󾌴󾌴
1,fucking first night dont make hoe
1,get head twitter niggahs thats bracken 󾌴󾌴 ima baby momma killa yo bitch get httptcofakeszwl
1,got niggahs salty meeeee cause yo dream bitch main slide 󾌴󾍇󾌬
0,happppppy birthdayyyy 󾌧󾌬󾬏 lol niggahs really bitch 󾮞󾍃 httptcoyatupbshx
1,happy birthday main niggah right 󾍘󾮞󾮟󾭻󾔑󾓤󾓝 minute dream bein rich httptcooyxyxhze
1,hate female got mentality niggah
1,ever sex ina cherry red vet witha fat trap niggah keep pussy sooo wet 󾮟󾭛󾌡
1,hoe mind fuck hoe time fattrel
1,aint trippen cause like anyways got niggah got girl anyways yea anyways
1,aint trippen mo done dropped knocked owe could neva foo hoe 󾮝󾮝 put httptcogaielrpdik
1,dont like niggahs like yo bitch na ill check idc mine httptcoopstgzxk
1,fw niggahs everyday neva changed always niggah thru shit niggahs
1,guess niggah believe ya thats proof ya name lot thing man wont ya httptcootvwvldpy
1,hate guess tried talk mee as bitch
1,feel like mouthpiece cold ill give lesson every niggah ever got turned low cost hmu
1,know know know street fuck strong bitch gon fuck money httptcoodtchpdg
1,rather jack fuck hoe tbh shit boring give wife
1,really dont give fuck start got hoe fuck bitch shit im deleting yo httptcoylvtluzsi
1,still dont got time bitch actin iffy
1,thinkkk shee know maaaa otheeeeeeeer bitch
1,told niggah maya angelo died niggah gon ask red ninja turtle 󾌴󾰑󾮝 wtf
1,took bitch set yo bitch get around set dicked bitch set yo httptcoplbyuqgerg
1,never date female another niggah name lol wtf
1,wonder female ever sit around think bout yall hoe unfaithful yall really
1,wouldnt bring girl around nobody leo 󾌴󾌴 niggah know wouldnt mess httptcolwdxrvjceu
1,im hard kill im countin cake finest bitch 󾓤󾓤 take makeup still look like finalist 󾌧󾮟
1,im gon ever niggah hit like every picture get whoever want period 󾌴󾭻󾌬 httptcomkgrljrhcl
1,im niggah show public babbbbbbyyyy 󾌧󾬏 lol
1,id rather sit house day jack bust mission literally chill bitch 󾌴󾰑 httptcometmbg
1,idk niggah give female head throw condom lmaooo niggah already ate whole std 󾌴󾌴
1,ever put trust ina bitch ill always hurt 󾭻󾭻
1,ever put trust ina bitch ill always hurt 󾌴󾌴
0,ugly as niggah tf chuu baka anyways niggah look like httptcolvndrdppqt
1,yo new niggah cant dress better even close looking better dnt try make httptcosmscmnbc
1,get yo girl took dont mad niggah mad cause dont owe loyalty
1,ima kill pussy straight murder shit ima eat eat eat 󾭛󾆔 lick till slap aye 󾍕󾌧
1,ima pull eat pussy dip
1,ima real young niggah witha muhhfuckin attitude walk im yo spot would think niggah mad
1,ima young rich niggah tryna fuck niggah bitch ex rat naybahoods fuckin bitch 󾌴󾌴 httptcohfnsbupwma
1,indiana niggah tell muhhfuckin grammar swear got hoe like im santa 󾌴󾮟
1,jody niggah got boo pregnant niggah cant take responsibility httptcoufnjnjhp
1,want nobody else textinginboxingkikingdmingsnapchattingemailing yo girl niggah
1,old lil proton feel bitch thats gon feel niggahs wont kill
1,lem find didnt answer call cause otp niggah
1,leo apolonio look niggah drive bike httptconiswlpnec
1,looked ex profile struggling weak as niggah god good 󾍘󾍛
1,niggah alsina doin thang httptcoizaliloz
1,make niggah buy ring ya finger jimmy ya foot jean back lingerie httptcomxwtthnc
1,mann hoe get nothin dick instruction mee fucccccckn said httptcofntegzhh
1,mannnnn wake yall bitch ass blood
1,charger got fucked 󾌠󾌡 finna wrap cord tf around phone bitch finna charge today cuhz 󾌴󾌴󾌠󾌠
1,baby mama trippen bitch shoot 󾓵󾓵
1,nah aint hoe niggah bitch niggah rich niggah shit niggah getchu chipped niggah
1,niggah said girl limit thirsty niggahs stay inbox bitch look like kunta kintes httptcoveqzfikq
1,niggahs stay thinkin want girl 󾌴󾌴󾌴󾌴 nevvvvva niggah
1,feelins hoe aint main thang niggahs thang niggahs gangbang httptcopcfcynofu
1,like stop controllin im like bitch fuck thought like niggah fuck mean
1,ok texas bitch keep textin callin cryin stressin bout another bitch allegedly 󾮗󾮠
1,ok texas bitch keep textin callin cryin stressin askin another bitch allegedly
1,twitter say ridin niggah 󾍃󾬏 thats really fuck pull trigger 󾓵󾮟
1,rip deshawn dont know know darkskin niggah hood named deshawn getting shot tonight
1,ran good game royal niggah 󾮟󾟖󾭻
1,said aint neva love bitcccccch bitch steady lovin ayeeee httptconhbomaqkm
1,see got ta get money palm itchin niggahs gossip like hoe bitch
1,shawty wan na tell secret rap niggah tell bitch attractive hold 󾮟󾮗
1,drippen vanillaaaaa know im pussy killaaaa 󾭛󾌬
1,herd dope boy herd gold digger know real bitch fuck like real niggah
1,love talk crazy 󾌧󾍃 suck niggah dick whole lotta spit let drip yea catch httptcoiwohnqos
1,mad like min got hit right back lol care niggah httptcownfgbhsb
1,somebody come look niggah right kevin hart voice lol httptcormhwqcjt
1,someone let know drake cold 󾌡󾍘󾮞󾮗󾭻 favorite rapper niggah hard
1,south central niggahs really dont lovin hoe hoe dont lovin niggahs httptcoxntftnwuvd
1,fb profile checker thing fake mf added bitch yesterday top fuck fr
1,one niggah grab aux cord start playen weak as music 󾌴󾌴󾌴󾌴 httptcokodydgpgja
1,hoe finna like owieee trey august chris brown baby time lmfaooooooo hoe aint loyal
1,niggahs bitch call momma tell come getemm either shoot shoot whoever
1,niggah kevin hart couldnt sit lmaoooooooooooo niggah niggah 󾌴󾌴󾌴󾌴󾮞󾮗󾭻
1,󾌴󾌴󾌴 cuh went time settle hoe 󾌴󾌴󾌴 httptcobirbvjtun
1,niggah yanni like hangin niggahs mid sentence 󾌠󾮖
0,niggah pharrell whatever niggah name dont deserve shit white as gay song
1,runnin fade niggah tyreon 󾭻󾮟 leo kod lmfaoo
1,waaaaittt niggah holllllup niggahs come town start wifen old slut 󾌴󾌴󾌴󾌺󾌺
1,wake im blessed steaight kush stress thankin god success 󾮟󾍘 bitch say im best 󾮗󾭻
1,bestf shyanna pen main niggah ronnie jackson iii 󾮟󾓤 movie bound pick homies
1,yall complaining thirst trap fr model dress like as stfu dont make hoe wtf
1,yall hoe get turned reason 󾌴󾌴 like owieee got tat bang wifi password httptcovxadsboha
1,yall like sayin money dont buy happiness name niggah sitting lambo cry
1,deserve august alsina 󾮞󾮞 im dedicating old side hoe 󾌴󾌴󾌴󾌴󾌺󾌺󾌺󾌺󾌺󾮟
1,gottttta mad madddd niggah 󾌴󾌴󾌴 sayin name mustve got madddddd niggah 󾌴󾌴󾌴󾌴󾌺󾌺󾌺󾮟
1,messin broke niggahs gon broke niggah 󾭻󾭻󾭻󾭻
1,niggahs actin like hoe sale 󾌴󾌴󾓤
1,tall tree as female talkin bout catching feeling bitch need catch touchdown httptcolmgkduxzy
1,come pussy fucking friend hostel iii really watching right
2,good jeter hero yankee sendoff httptcoostfobgufa via espnnewyork
1,cause aint rt jvbir aint eem watchin award yet hoe hatin kim
0,damn whitey youll get kick newest form white privilege httptcozlpfzsitom
2,eff let go cripple see wendy davis new attack ad video httptcowapbchhuru
1,every bitch got fat as rn
2,forget salute trash guy bad war cairo ii sympathize pockistan gay hurting morale thanks king
2,scandal sex scene air abc right great pumpkin charlie brown making parent angry httptcovltspkus
1,view gon instagram picture title whilebrace yaself nigs
1,drowned ur pussy swam ur easily eloquent message sent xbox live
2,uturns yellow ¡no aceptar este luz rojo light taking long make bilingual
2,cont also provide colored sticker place nametags member indicate preferred pronoun
1,look oomf rt shethepete pretending bitch really work nah
2,via jacklayton charlie angus sending made china canadian flag pin back conservative httptinyurlcomdmt
1,bow yes bitchmaster bitch
1,backflip thissssssss rt krislisisms nigga switch opinion like faggot
1,gigantic rt naezus big faggot rt milliondolrbaby chubbs bout earl
1,nicolas cage unrolls dusty secret scroll say james madison whiny little bitch
2,search yellow page app nearest jack box
1,sings killed pussy died eye open
1,teacher call pussy senior skip day
2,bo rt thegodwriter idoclyfe bruh lol retired mw everything trash afterwards
1,bitch breathes could
2,chop rt tweetssweet bird call flap hand
0,go olive garden turn cracker giacier go black friday shopping turn nigger
1,karate rt sirasshole karrenchi still bird as bitch
1,live lol whats wrong bitch man httptcozjyxciram
1,loud jamaican horn rt kinghorsedick still single rt greekoddess yall find ugliest hoe attractive
1,make wise argument accelerated warholian notion celebrity era vine passing teen mock old wrinkled ball
1,pop pussy single
1,pregnant crazy bitch wu answer looking
1,put peoplebitch face
2,rub hand like bird man
1,scrolling fb hoe say need man cuddle cold bitch nobody wan na touch ratchet as
2,squak squak squak squak bird shut squak alex act defiance alextalksback
2,wait fanduel hit jig
1,rt raythagawd alistraivyn joe budden make people delete twitter account lmfao he pussy tho blocked
1,otakon badge im going lovingly refer cripple ribbon
0,kirogx gusta typing like retard make person look dumber pretending agree bazinga
1,musclezauber animal cracker want animal cracker shaped like master chief troll gun shit thatd rule
0,rt maxinbetha humbltonbanks ankle sock general faggot bro
1,rt lovemedarlingg many hoe really
2,help maybe got ta card sorry tranny died motel room wife know applebees gift card
1,histo requires soundcloud link tumblr bitch might let play party
1,feel bad woman continually flock darkness thug talk big talk simple minded hoe
1,bitch catch feeling damn time
1,lol nah hoe dealt yall httptcorxtjwwkfhj
1,nobody sell orange flavored colored bubblegum fuckin problem giant fuck im going pack
1,tweeting tabletballer bitch
0,aaaaaaaaand begin rt rileydakafka fucking nigger thats kentucky ever
1,im goin back school hoe class two
1,show obama called whitish yall motherfucker would cry racist like lil bitch blackish
1,amber rose rock bald head bald pussy motherfucker
0,youre white arent roll eye rt didntdonuffin dreaaalove rip nigga trayvon worthless spear chucker
